total_spend,spend_shopping,spend_travel,spend_fuel,spend_dining,spend_groceries,best_card_logic,most_used_card_sim
36294.9,13046.98,611.86,5175.02,2237.09,15223.95,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
52988.76,10410.32,5088.09,10631.1,15976.87,10882.38,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
49679.27,511.7,11227.51,16298.46,15130.38,6511.22,Cashback Credit Card,Millennia Credit Card
50821.71,16677.62,9492.27,2842.14,8869.08,12940.6,Tata Neu Infinity Credit Card,Millennia Credit Card
39796.8,8232.16,10330.92,8030.33,6877.2,6326.19,Tata Neu Infinity Credit Card,Cashback Credit Card
36870.59,9553.81,4400.57,4510.98,6648.42,11756.81,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
51806.2,17344.98,21531.44,213.6,1127.7,11588.48,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
55591.18,17470.82,18172.28,8654.07,2561.18,8732.82,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
27628.64,2306.24,9257.13,9349.27,2217.15,4498.85,BPCL Octane Credit Card,Millennia Credit Card
34940.18,9479.96,6532.16,4852.87,4886.59,9188.6,Tata Neu Infinity Credit Card,Millennia Credit Card
21336.85,6095.13,6914.35,3203.43,1217.43,3906.52,Tata Neu Infinity Credit Card,Cashback Credit Card
49486.4,5215.16,13300.86,15205.57,2293.01,13471.8,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
14254.65,179.12,3104.52,3265.6,4132.12,3573.29,Cashback Credit Card,Diners Club Black
23312.55,8331.5,4265.76,550.62,6322.0,3842.67,Tata Neu Infinity Credit Card,Cashback Credit Card
57192.44,23892.33,6393.48,3143.46,18780.74,4982.44,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
42419.86,7630.64,11355.13,11323.18,10584.65,1526.26,Cashback Credit Card,Tata Neu Infinity Credit Card
53159.59,14879.25,9324.32,1213.06,12434.28,15308.67,Tata Neu Infinity Credit Card,Diners Club Black
52644.39,14931.33,847.33,13176.78,331.79,23357.16,Tata Neu Infinity Credit Card,Cashback Credit Card
9433.6,2542.48,2499.99,599.16,2123.87,1668.09,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
42258.78,13407.13,6464.65,2057.26,6257.74,14072.01,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
38756.83,5010.38,9749.41,8498.26,10402.42,5096.36,Cashback Credit Card,Cashback Credit Card
56008.7,10156.66,6338.72,4455.02,15209.11,19849.19,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
56833.52,5363.27,676.02,15673.4,11991.34,23129.48,Tata Neu Infinity Credit Card,Cashback Credit Card
13882.74,1106.05,3240.71,2650.1,3535.8,3350.08,Tata Neu Infinity Credit Card,Cashback Credit Card
26930.71,1881.7,7245.3,7549.01,2577.93,7676.77,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
49328.35,12080.44,15061.69,3425.79,2185.15,16575.28,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
45208.6,13397.96,14582.19,9212.88,4875.67,3139.9,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
17356.12,346.99,989.88,3711.95,8165.4,4141.91,Cashback Credit Card,Cashback Credit Card
16366.27,2071.71,8040.57,2377.62,1038.43,2837.94,Tata Neu Infinity Credit Card,Millennia Credit Card
48279.23,19322.77,15911.38,8331.83,3562.2,1151.05,Tata Neu Infinity Credit Card,Cashback Credit Card
17048.27,1265.05,2692.06,4601.9,2744.7,5744.55,Tata Neu Infinity Credit Card,Cashback Credit Card
47095.03,414.25,5961.8,6993.45,29335.99,4389.54,Cashback Credit Card,Millennia Credit Card
13908.46,6621.37,1089.56,1230.17,213.01,4754.35,Tata Neu Infinity Credit Card,Cashback Credit Card
21468.38,5637.74,5406.32,5282.43,3802.77,1339.12,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
47708.67,858.97,8630.51,10705.87,13711.23,13802.1,Tata Neu Infinity Credit Card,Diners Club Black
35101.05,9071.46,15442.91,2171.93,3561.68,4853.07,Tata Neu Infinity Credit Card,Diners Club Black
48156.56,6792.68,8112.19,11795.06,7502.62,13954.01,Tata Neu Infinity Credit Card,Cashback Credit Card
54201.38,17488.97,7054.39,13338.85,5643.27,10675.9,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
27758.1,9334.24,9660.88,1549.63,2297.03,4916.32,Tata Neu Infinity Credit Card,Cashback Credit Card
8586.23,2939.6,1964.75,1158.63,2446.61,76.64,Tata Neu Infinity Credit Card,Super Value Titanium Credit Card
38393.82,14035.16,1710.78,6833.71,3675.56,12138.62,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
11064.65,2697.57,1937.5,2321.71,408.22,3699.64,Tata Neu Infinity Credit Card,Diners Club Black
33917.95,2833.08,8952.69,2861.63,4215.67,15054.89,Tata Neu Infinity Credit Card,Millennia Credit Card
24514.78,1759.68,1838.29,6279.1,6564.06,8073.66,Tata Neu Infinity Credit Card,Millennia Credit Card
52780.96,14288.45,398.61,14475.88,5533.13,18084.9,Tata Neu Infinity Credit Card,Diners Club Black
26701.18,2300.18,8061.27,14374.9,640.43,1324.4,BPCL Octane Credit Card,Cashback Credit Card
23293.74,1438.89,6219.02,8686.44,6442.39,507.0,BPCL Octane Credit Card,Cashback Credit Card
17313.48,1591.59,824.72,5753.31,4358.25,4785.62,Tata Neu Infinity Credit Card,Millennia Credit Card
15967.95,1175.58,4592.21,3220.39,1675.54,5304.22,Tata Neu Infinity Credit Card,Cashback Credit Card
52964.78,13175.58,10534.65,14271.63,3968.26,11014.67,Tata Neu Infinity Credit Card,Millennia Credit Card
56636.93,3985.55,21796.89,5214.38,24968.25,671.85,Cashback Credit Card,Cashback Credit Card
41538.97,9887.34,10355.39,9339.9,2496.11,9460.23,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
43584.97,9912.86,8540.04,6401.72,7651.58,11078.77,Tata Neu Infinity Credit Card,Cashback Credit Card
21475.93,4905.79,2266.02,4112.13,3429.7,6762.29,Tata Neu Infinity Credit Card,Cashback Credit Card
42195.33,5772.36,8116.02,9672.8,17585.32,1048.83,Cashback Credit Card,BPCL Octane Credit Card
10748.91,1966.38,1837.9,4091.12,185.23,2668.28,Tata Neu Infinity Credit Card,Cashback Credit Card
15331.74,7435.54,3494.59,3375.97,297.75,727.88,Tata Neu Infinity Credit Card,Cashback Credit Card
39034.06,505.2,591.42,9221.0,17019.41,11697.04,Cashback Credit Card,Diners Club Black
50549.63,4272.95,13320.21,11763.53,1324.56,19868.37,Tata Neu Infinity Credit Card,Cashback Credit Card
42709.78,8855.77,6012.35,13177.86,14194.04,469.77,Cashback Credit Card,Millennia Credit Card
42381.82,4756.67,16713.42,2408.34,52.79,18450.59,Tata Neu Infinity Credit Card,Millennia Credit Card
51405.65,13003.93,2231.91,12065.61,12543.18,11561.02,Tata Neu Infinity Credit Card,Cashback Credit Card
22884.42,9497.38,3752.74,5481.61,645.31,3507.37,Tata Neu Infinity Credit Card,Diners Club Black
48790.46,19155.56,3804.65,1500.17,19560.68,4769.4,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
40135.81,11199.54,2141.96,12930.38,11280.34,2583.59,Tata Neu Infinity Credit Card,Diners Club Black
14413.94,3196.78,4039.49,1376.87,848.32,4952.48,Tata Neu Infinity Credit Card,Diners Club Black
11087.47,1052.25,4124.62,3934.53,994.17,981.89,BPCL Octane Credit Card,Cashback Credit Card
33529.01,5414.22,12455.47,1487.92,2944.03,11227.36,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
30084.26,11054.44,2009.05,13153.9,1228.95,2637.92,Tata Neu Infinity Credit Card,Diners Club Black
24360.65,3019.64,8185.33,3633.37,6757.57,2764.73,Cashback Credit Card,BPCL Octane Credit Card
27789.05,2505.06,13987.0,7466.4,308.64,3521.94,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
52935.39,10606.35,11003.26,14866.33,14860.4,1599.05,Cashback Credit Card,Diners Club Black
37836.71,11804.21,9667.44,10717.4,2692.72,2954.93,Tata Neu Infinity Credit Card,Cashback Credit Card
11250.15,2234.4,400.9,3685.48,1233.9,3695.47,Tata Neu Infinity Credit Card,Diners Club Black
31331.48,9737.66,8201.78,8141.33,2037.95,3212.76,Tata Neu Infinity Credit Card,Cashback Credit Card
48652.29,10023.96,13728.68,7840.29,4523.87,12535.49,Tata Neu Infinity Credit Card,Cashback Credit Card
30732.34,11201.27,3261.31,3204.86,304.31,12760.59,Tata Neu Infinity Credit Card,Cashback Credit Card
55351.78,17734.71,15923.57,6456.14,2284.4,12952.96,Tata Neu Infinity Credit Card,Millennia Credit Card
57700.66,12797.51,15920.29,17423.73,1368.54,10190.58,Tata Neu Infinity Credit Card,Millennia Credit Card
29217.56,6182.02,2465.78,13317.31,1584.48,5667.97,Tata Neu Infinity Credit Card,Diners Club Black
54583.11,9277.55,2174.14,16669.63,10524.09,15937.69,Tata Neu Infinity Credit Card,Cashback Credit Card
28433.49,2447.61,3439.46,2772.55,9212.61,10561.26,Tata Neu Infinity Credit Card,Diners Club Black
38958.72,12879.8,15206.71,10234.04,9.21,628.96,Tata Neu Infinity Credit Card,Cashback Credit Card
11544.06,3112.08,2656.94,1834.45,952.56,2988.03,Tata Neu Infinity Credit Card,Cashback Credit Card
41733.89,3252.44,18120.32,13514.18,4953.49,1893.47,BPCL Octane Credit Card,Cashback Credit Card
36915.3,12674.12,10196.79,1588.43,5341.57,7114.39,Tata Neu Infinity Credit Card,Cashback Credit Card
34406.18,913.47,10880.96,12277.52,1208.43,9125.8,BPCL Octane Credit Card,Millennia Credit Card
57889.04,4649.86,25231.04,313.8,9517.82,18176.52,Tata Neu Infinity Credit Card,Millennia Credit Card
18543.16,977.12,6466.8,3682.74,5690.87,1725.63,Cashback Credit Card,BPCL Octane Credit Card
38323.53,2899.69,2990.61,7752.31,10528.55,14152.38,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
49748.08,11414.38,14427.03,7470.96,12490.59,3945.12,Tata Neu Infinity Credit Card,Cashback Credit Card
40265.58,1078.58,10046.8,12060.41,5461.86,11617.93,Tata Neu Infinity Credit Card,Cashback Credit Card
10088.99,2265.68,2350.2,2338.69,1879.4,1255.01,Tata Neu Infinity Credit Card,Diners Club Black
23342.76,7372.61,6795.92,497.37,4722.76,3954.1,Tata Neu Infinity Credit Card,Cashback Credit Card
45688.15,9634.8,5913.47,20037.18,9399.44,703.26,BPCL Octane Credit Card,Cashback Credit Card
55349.13,13367.36,9561.94,14635.01,4149.1,13635.72,Tata Neu Infinity Credit Card,Cashback Credit Card
29767.35,9363.72,4145.76,6031.25,8266.56,1960.06,Tata Neu Infinity Credit Card,Millennia Credit Card
10877.05,2474.17,423.19,3681.17,2687.97,1610.54,Tata Neu Infinity Credit Card,Cashback Credit Card
44207.68,6604.09,9747.03,11436.85,4348.32,12071.4,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
58550.99,13194.17,27404.06,5378.18,6109.06,6465.52,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
20751.17,90.33,7631.13,3265.09,8163.27,1601.36,Cashback Credit Card,BPCL Octane Credit Card
45284.89,10563.54,8703.97,10660.82,8528.15,6828.4,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
14382.15,4736.98,143.6,3372.21,3708.54,2420.81,Tata Neu Infinity Credit Card,Cashback Credit Card
18428.55,5293.94,6937.31,414.77,190.76,5591.77,Tata Neu Infinity Credit Card,Millennia Credit Card
46247.06,8306.28,4914.36,12235.42,10933.38,9857.62,Tata Neu Infinity Credit Card,Millennia Credit Card
43256.63,715.66,12884.94,3814.73,7946.14,17895.16,Tata Neu Infinity Credit Card,Cashback Credit Card
55361.92,325.38,7209.42,15177.14,16249.97,16400.02,Tata Neu Infinity Credit Card,Millennia Credit Card
37256.94,2688.75,3071.85,17601.92,1553.35,12341.06,BPCL Octane Credit Card,Millennia Credit Card
46576.25,12380.37,16589.21,1017.74,14875.83,1713.1,Cashback Credit Card,Cashback Credit Card
33115.99,11797.06,6286.16,1695.97,12193.0,1143.8,Tata Neu Infinity Credit Card,Cashback Credit Card
43951.41,14787.85,13679.17,3490.87,1898.37,10095.16,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
46692.06,2847.23,14974.43,16902.18,7037.8,4930.42,BPCL Octane Credit Card,Cashback Credit Card
9787.71,1414.62,2022.65,1768.25,2748.5,1833.69,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
59095.0,1913.85,18451.13,3018.46,21525.01,14186.55,Cashback Credit Card,Diners Club Black
11449.85,1431.8,1556.4,3075.43,2699.44,2686.77,Tata Neu Infinity Credit Card,Millennia Credit Card
52070.28,1327.85,18534.69,2453.32,20482.69,9271.73,Cashback Credit Card,Cashback Credit Card
57039.77,13289.62,18110.12,8103.12,14275.89,3261.02,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
20421.4,1922.77,6295.11,4335.18,4101.11,3767.24,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
45295.93,12037.25,13906.79,2319.37,6224.33,10808.2,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
9056.19,1212.09,1841.6,2724.99,3214.26,63.26,Cashback Credit Card,Millennia Credit Card
20706.67,4873.06,5074.85,2803.22,6006.49,1949.07,Tata Neu Infinity Credit Card,Millennia Credit Card
29493.24,4585.22,12687.03,3439.78,449.11,8332.1,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
8261.03,971.22,1317.45,486.35,2614.09,2871.91,Tata Neu Infinity Credit Card,Diners Club Black
54641.87,10575.02,10195.87,15353.08,14245.14,4272.76,Tata Neu Infinity Credit Card,Millennia Credit Card
14250.18,281.21,3772.62,5161.47,219.5,4815.38,BPCL Octane Credit Card,Cashback Credit Card
48429.49,7668.73,9543.24,11327.38,9292.34,10597.8,Tata Neu Infinity Credit Card,Cashback Credit Card
19685.66,3565.65,3353.18,3499.05,5479.41,3788.36,Tata Neu Infinity Credit Card,Cashback Credit Card
47474.18,5913.03,5168.06,14988.23,3652.84,17752.01,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
46939.51,10331.25,1761.1,9335.1,12458.42,13053.64,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
30479.84,7306.58,3206.12,4061.84,12088.82,3816.47,Cashback Credit Card,BPCL Octane Credit Card
14812.31,4569.85,3467.58,1251.1,846.16,4677.61,Tata Neu Infinity Credit Card,Cashback Credit Card
25496.69,7097.29,1962.06,4777.15,3737.23,7922.97,Tata Neu Infinity Credit Card,Millennia Credit Card
28539.27,8242.66,65.77,7986.15,6464.54,5780.15,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
43152.38,7062.72,1464.42,4573.29,9989.65,20062.29,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
8114.58,1717.63,1720.47,715.43,2139.82,1821.23,Tata Neu Infinity Credit Card,Millennia Credit Card
32833.23,1873.63,3441.46,9377.39,16692.22,1448.53,Cashback Credit Card,Diners Club Black
14635.95,4426.03,4388.03,3722.05,1676.08,423.77,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
52930.04,10348.3,16163.49,1722.15,10784.56,13911.54,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
58631.62,2323.26,6373.51,16956.43,29834.68,3143.73,Cashback Credit Card,Cashback Credit Card
55385.23,6159.3,6331.91,6478.8,26505.3,9909.91,Cashback Credit Card,Tata Neu Infinity Credit Card
50615.15,16262.32,4425.57,8008.34,6815.81,15103.1,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
57458.88,8518.04,17892.19,9698.23,3095.92,18254.49,Tata Neu Infinity Credit Card,Cashback Credit Card
37333.29,17259.97,6705.16,4127.98,1356.25,7883.94,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
37144.01,3314.35,3628.33,12027.14,10985.73,7188.46,Cashback Credit Card,Tata Neu Infinity Credit Card
16381.45,2300.98,915.14,7137.14,4684.99,1343.21,BPCL Octane Credit Card,Cashback Credit Card
48203.15,11267.62,7041.56,11984.4,12878.0,5031.57,Tata Neu Infinity Credit Card,Millennia Credit Card
48954.55,1381.63,12090.81,2929.51,20580.88,11971.72,Cashback Credit Card,Cashback Credit Card
56717.58,6923.66,12352.4,15396.41,13083.74,8961.37,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
25755.12,9272.92,830.12,4387.5,7361.42,3903.15,Tata Neu Infinity Credit Card,Cashback Credit Card
30214.24,576.3,9958.67,10277.69,1989.62,7411.97,BPCL Octane Credit Card,Millennia Credit Card
42198.04,13104.85,3900.56,3360.52,7638.84,14193.27,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
48220.81,11769.04,4547.49,15096.53,13184.68,3623.07,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
48145.69,7626.13,19363.48,14484.8,4090.01,2581.27,Tata Neu Infinity Credit Card,Millennia Credit Card
33782.89,6263.64,7431.68,8012.22,6355.72,5719.62,Tata Neu Infinity Credit Card,Cashback Credit Card
24473.8,4085.46,11589.77,3769.29,107.81,4921.47,Tata Neu Infinity Credit Card,Millennia Credit Card
52725.63,2942.95,19676.46,6604.98,9944.82,13556.42,Tata Neu Infinity Credit Card,Millennia Credit Card
22454.02,7220.45,7487.09,2601.04,3257.35,1888.08,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
28722.53,7118.15,7611.45,8299.66,5283.12,410.16,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
38514.57,2110.52,4546.91,13499.52,15371.41,2986.21,Cashback Credit Card,Millennia Credit Card
26715.12,7088.19,434.31,7658.9,9288.4,2245.32,Tata Neu Infinity Credit Card,Diners Club Black
58718.5,11808.63,11698.76,11359.72,9689.8,14161.6,Tata Neu Infinity Credit Card,Millennia Credit Card
53060.32,11193.17,19179.47,1327.5,15820.4,5539.78,Tata Neu Infinity Credit Card,Cashback Credit Card
37545.51,4163.51,9325.05,10410.64,8881.08,4765.23,Tata Neu Infinity Credit Card,Diners Club Black
15108.03,1308.27,1064.83,7717.27,2183.57,2834.08,BPCL Octane Credit Card,Diners Club Black
36038.09,9091.72,2028.68,12257.64,8922.88,3737.17,Tata Neu Infinity Credit Card,Cashback Credit Card
48369.8,11105.12,11005.79,9132.22,5107.81,12018.86,Tata Neu Infinity Credit Card,Diners Club Black
32485.08,3777.66,8331.93,4833.09,9151.51,6390.9,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
42137.13,8842.67,10720.56,251.84,8447.65,13874.4,Tata Neu Infinity Credit Card,Diners Club Black
34184.8,714.22,11636.93,5193.82,7295.53,9344.3,Tata Neu Infinity Credit Card,Cashback Credit Card
25061.68,9462.86,586.59,9491.42,248.59,5272.22,Tata Neu Infinity Credit Card,Millennia Credit Card
48681.88,2986.19,25331.98,11881.04,6368.53,2114.14,Diners Club Black,Diners Club Black
21641.49,5052.6,6628.73,1312.04,6701.68,1946.43,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
58751.88,5290.13,23023.18,15620.64,6958.26,7859.67,Tata Neu Infinity Credit Card,Diners Club Black
23589.59,5296.67,7108.67,6137.45,1421.91,3624.9,Tata Neu Infinity Credit Card,Cashback Credit Card
28807.2,6595.41,8478.04,4756.65,1009.57,7967.52,Tata Neu Infinity Credit Card,Millennia Credit Card
23993.04,6121.96,441.55,7422.92,5279.32,4727.29,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
25731.5,5629.41,5656.7,509.55,6669.37,7266.48,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
50222.09,12815.83,14776.7,4266.81,9120.03,9242.73,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
10064.18,562.24,2625.75,2243.27,2917.33,1715.6,Cashback Credit Card,Cashback Credit Card
35160.76,6766.88,10432.96,3653.7,4731.04,9576.18,Tata Neu Infinity Credit Card,Cashback Credit Card
48704.13,7831.56,6989.03,22330.13,4723.37,6830.03,BPCL Octane Credit Card,BPCL Octane Credit Card
38076.17,8653.21,10645.71,7138.88,10041.72,1596.65,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
52301.17,34656.0,2490.22,3269.91,5728.73,6156.3,Tata Neu Infinity Credit Card,Diners Club Black
41210.91,2784.22,11913.76,9020.76,2939.15,14553.03,Tata Neu Infinity Credit Card,Millennia Credit Card
49836.44,12760.11,6863.74,13144.04,11119.75,5948.81,Tata Neu Infinity Credit Card,Millennia Credit Card
12416.99,4613.4,2030.77,1358.44,3319.74,1094.65,Tata Neu Infinity Credit Card,Diners Club Black
37261.63,10906.66,3890.14,11035.32,9239.94,2189.57,Tata Neu Infinity Credit Card,Millennia Credit Card
18999.08,4727.15,3972.92,2778.65,444.25,7076.11,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
25659.09,11656.5,10962.16,156.89,2205.85,677.68,Tata Neu Infinity Credit Card,Diners Club Black
33784.76,11813.8,9218.58,4139.69,7000.63,1612.05,Tata Neu Infinity Credit Card,Millennia Credit Card
51314.79,8816.08,8366.96,11371.95,6438.77,16321.03,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
39686.23,4002.52,12732.71,17730.58,4356.89,863.54,BPCL Octane Credit Card,Diners Club Black
28665.16,2716.76,6661.41,9105.3,4995.48,5186.21,Tata Neu Infinity Credit Card,Millennia Credit Card
8408.75,2657.07,1385.91,1824.97,1702.8,837.99,Tata Neu Infinity Credit Card,Millennia Credit Card
48432.85,10602.97,93.09,18261.93,10515.54,8959.33,Tata Neu Infinity Credit Card,Millennia Credit Card
9301.13,1843.21,2206.71,1578.79,1773.59,1898.83,Tata Neu Infinity Credit Card,Diners Club Black
43289.9,16218.59,6871.27,11900.11,6991.05,1308.88,Tata Neu Infinity Credit Card,Millennia Credit Card
39984.54,1561.65,8697.8,8993.65,10427.64,10303.81,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
52890.86,12715.65,4461.07,21968.75,6321.1,7424.29,Tata Neu Infinity Credit Card,Cashback Credit Card
13478.43,1697.55,3102.58,4313.38,832.02,3532.91,Tata Neu Infinity Credit Card,Cashback Credit Card
22664.73,5527.63,5687.89,5106.45,6212.11,130.64,Cashback Credit Card,Cashback Credit Card
15084.21,1714.6,1654.22,3703.78,3467.32,4544.3,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
24190.45,6171.63,3439.38,4354.3,3788.66,6436.49,Tata Neu Infinity Credit Card,Diners Club Black
21658.98,8186.63,7110.39,2088.97,2399.37,1873.61,Tata Neu Infinity Credit Card,Cashback Credit Card
46147.89,14730.52,9295.84,7000.27,14348.12,773.14,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
18937.62,1476.59,3285.86,2063.75,6623.13,5488.29,Tata Neu Infinity Credit Card,Millennia Credit Card
41562.11,11655.09,5625.4,13055.25,5752.95,5473.42,Tata Neu Infinity Credit Card,Cashback Credit Card
29460.64,7987.07,3711.67,7088.5,4004.94,6668.46,Tata Neu Infinity Credit Card,Millennia Credit Card
30499.02,6865.09,6819.39,1333.1,7294.85,8186.59,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
34506.51,10119.27,651.47,5490.73,7551.92,10693.12,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
18074.66,1856.68,6957.27,1036.51,863.29,7360.91,Tata Neu Infinity Credit Card,Cashback Credit Card
47727.06,2558.49,12979.31,14674.59,9011.84,8502.83,Tata Neu Infinity Credit Card,Cashback Credit Card
32395.87,1901.43,9298.9,3603.07,7936.83,9655.64,Tata Neu Infinity Credit Card,Diners Club Black
57969.62,12289.67,2299.37,34950.09,6943.85,1486.63,BPCL Octane Credit Card,Diners Club Black
12023.12,3355.52,2024.39,2571.58,1847.11,2224.52,Tata Neu Infinity Credit Card,Cashback Credit Card
18469.55,2584.04,3767.64,3556.89,5738.41,2822.57,Cashback Credit Card,BPCL Octane Credit Card
39918.03,8228.95,10618.03,8467.67,9804.78,2798.6,Tata Neu Infinity Credit Card,Diners Club Black
14255.12,1460.46,2477.27,8574.31,623.45,1119.61,BPCL Octane Credit Card,Cashback Credit Card
56116.59,17975.18,13166.2,1566.92,7367.14,16041.15,Tata Neu Infinity Credit Card,Diners Club Black
42463.85,1086.36,3842.51,3672.65,23981.92,9880.4,Cashback Credit Card,BPCL Octane Credit Card
22668.28,1316.47,2559.35,7678.74,7202.67,3911.04,Cashback Credit Card,Tata Neu Infinity Credit Card
10852.98,1026.02,646.99,2194.06,3762.87,3223.04,Tata Neu Infinity Credit Card,Cashback Credit Card
32274.81,6239.26,4572.09,3026.82,5405.62,13031.02,Tata Neu Infinity Credit Card,Diners Club Black
45264.66,1127.56,15628.17,6342.86,8505.75,13660.32,Tata Neu Infinity Credit Card,Cashback Credit Card
38356.36,10816.81,9397.14,7982.38,857.92,9302.1,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
40920.99,11985.66,10092.62,13152.17,1562.35,4128.18,Tata Neu Infinity Credit Card,Millennia Credit Card
11456.75,3556.81,904.87,1979.81,1225.18,3790.07,Tata Neu Infinity Credit Card,Cashback Credit Card
22529.06,3471.13,8811.13,3762.32,1699.75,4784.71,Tata Neu Infinity Credit Card,Cashback Credit Card
21941.67,2285.46,1756.96,2697.14,8240.4,6961.72,Tata Neu Infinity Credit Card,Diners Club Black
57757.3,10452.61,20012.22,10383.29,208.3,16700.88,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
41330.9,3976.1,10488.5,8490.08,6926.28,11449.94,Tata Neu Infinity Credit Card,Diners Club Black
50861.66,9018.77,25278.41,3275.82,10828.58,2460.07,Tata Neu Infinity Credit Card,Cashback Credit Card
25951.62,3052.2,5458.84,5077.85,7249.53,5113.2,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
23270.13,8932.75,812.87,4364.13,2883.43,6276.94,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
32288.46,12700.59,2545.22,856.91,3448.96,12736.77,Tata Neu Infinity Credit Card,Diners Club Black
51874.52,1787.66,9889.65,13977.88,5708.74,20510.57,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
28098.35,5763.07,7023.04,31.97,8823.21,6457.06,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
15654.37,3213.23,3034.35,1137.09,7240.23,1029.47,Cashback Credit Card,Cashback Credit Card
8047.08,1182.15,1611.14,1489.2,905.86,2858.74,Tata Neu Infinity Credit Card,Millennia Credit Card
23441.37,4221.07,4166.89,7608.9,6599.74,844.77,Cashback Credit Card,Diners Club Black
33451.75,4924.54,10336.62,7912.36,3436.12,6842.11,Tata Neu Infinity Credit Card,Diners Club Black
17162.15,3593.7,6114.5,2121.8,83.91,5248.23,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
26842.08,3574.76,4596.14,7032.54,8469.62,3169.02,Cashback Credit Card,BPCL Octane Credit Card
14123.49,150.29,4188.69,4177.1,4478.55,1128.87,Cashback Credit Card,Diners Club Black
38132.21,8665.6,11708.41,6579.9,6641.59,4536.71,Tata Neu Infinity Credit Card,Cashback Credit Card
12361.94,1528.79,1107.63,3100.12,2038.71,4586.69,Tata Neu Infinity Credit Card,Diners Club Black
8940.35,1689.77,2036.81,802.39,2225.38,2185.99,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
41162.75,7642.57,6628.44,5753.59,13401.93,7736.22,Tata Neu Infinity Credit Card,BPCL Octane Credit Card
26387.75,7389.19,1894.86,8322.99,139.56,8641.14,Tata Neu Infinity Credit Card,Diners Club Black
24707.69,6782.38,1254.32,5637.49,3680.86,7352.64,Tata Neu Infinity Credit Card,Diners Club Black
55847.89,7277.61,8511.2,17836.67,4709.5,17512.92,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card
