shopping,travel,dining,fuel,groceries,cardNorm,reward
32909,31010,5013,6208,5565,0.320000,11919.48
32909,31010,5013,6208,5565,0.360000,26148.72
32909,31010,5013,6208,5565,0.400000,7137.00
32909,31010,5013,6208,5565,0.440000,14903.04
32909,31010,5013,6208,5565,0.480000,4489.11
32909,31010,5013,6208,5565,0.520000,4546.08
32909,31010,5013,6208,5565,0.560000,9684.60
32909,31010,5013,6208,5565,0.600000,7840.56
32909,31010,5013,6208,5565,0.640000,14903.04
32909,31010,5013,6208,5565,0.680000,29222.76
32909,31010,5013,6208,5565,0.720000,8884.80
32909,31010,5013,6208,5565,0.760000,9684.60
32909,31010,5013,6208,5565,0.800000,27418.08
32909,31010,5013,6208,5565,0.840000,11174.52
32909,31010,5013,6208,5565,0.880000,14903.04
32909,31010,5013,6208,5565,0.920000,2847.05
32909,31010,5013,6208,5565,0.960000,5419.41
32909,31010,5013,6208,5565,1.000000,25398.84
11773,34308,5276,3589,2407,0.000000,13455.36
11773,34308,5276,3589,2407,0.040000,10956.12
11773,34308,5276,3589,2407,0.080000,28794.60
11773,34308,5276,3589,2407,0.120000,12822.24
11773,34308,5276,3589,2407,0.160000,1720.59
11773,34308,5276,3589,2407,0.200000,8919.24
11773,34308,5276,3589,2407,0.240000,13744.20
11773,34308,5276,3589,2407,0.280000,4290.54
11773,34308,5276,3589,2407,0.320000,8174.40
11773,34308,5276,3589,2407,0.360000,12822.24
11773,34308,5276,3589,2407,0.400000,5758.92
11773,34308,5276,3589,2407,0.440000,9217.08
11773,34308,5276,3589,2407,0.480000,3261.30
11773,34308,5276,3589,2407,0.520000,2585.25
11773,34308,5276,3589,2407,0.560000,6882.36
11773,34308,5276,3589,2407,0.600000,6011.13
11773,34308,5276,3589,2407,0.640000,9217.08
11773,34308,5276,3589,2407,0.680000,15643.56
11773,34308,5276,3589,2407,0.720000,5688.27
11773,34308,5276,3589,2407,0.760000,6882.36
11773,34308,5276,3589,2407,0.800000,13744.20
11773,34308,5276,3589,2407,0.840000,7743.72
11773,34308,5276,3589,2407,0.880000,9217.08
11773,34308,5276,3589,2407,0.920000,1785.65
11773,34308,5276,3589,2407,0.960000,4290.54
11773,34308,5276,3589,2407,1.000000,21279.12
41893,46028,18831,2299,7582,0.000000,37274.16
41893,46028,18831,2299,7582,0.040000,20056.32
41893,46028,18831,2299,7582,0.080000,54108.60
41893,46028,18831,2299,7582,0.120000,35014.44
41893,46028,18831,2299,7582,0.160000,3498.99
41893,46028,18831,2299,7582,0.200000,17026.14
41893,46028,18831,2299,7582,0.240000,38184.00
41893,46028,18831,2299,7582,0.280000,8082.39
41893,46028,18831,2299,7582,0.320000,14823.60
41893,46028,18831,2299,7582,0.360000,35014.44
41893,46028,18831,2299,7582,0.400000,10821.72
41893,46028,18831,2299,7582,0.440000,22192.68
41893,46028,18831,2299,7582,0.480000,6701.55
41893,46028,18831,2299,7582,0.520000,6577.50
41893,46028,18831,2299,7582,0.560000,13995.96
41893,46028,18831,2299,7582,0.600000,11581.38
41893,46028,18831,2299,7582,0.640000,22192.68
41893,46028,18831,2299,7582,0.680000,44963.16
41893,46028,18831,2299,7582,0.720000,12714.12
41893,46028,18831,2299,7582,0.760000,13995.96
41893,46028,18831,2299,7582,0.800000,38184.00
41893,46028,18831,2299,7582,0.840000,14547.72
41893,46028,18831,2299,7582,0.880000,22192.68
41893,46028,18831,2299,7582,0.920000,4256.57
41893,46028,18831,2299,7582,0.960000,8082.39
41893,46028,18831,2299,7582,1.000000,37852.92
13036,16216,4227,8048,9715,0.000000,14079.36
13036,16216,4227,8048,9715,0.040000,7282.80
13036,16216,4227,8048,9715,0.080000,20714.64
13036,16216,4227,8048,9715,0.120000,13572.12
13036,16216,4227,8048,9715,0.160000,1537.26
13036,16216,4227,8048,9715,0.200000,6715.92
13036,16216,4227,8048,9715,0.240000,15245.16
13036,16216,4227,8048,9715,0.280000,3028.11
13036,16216,4227,8048,9715,0.320000,9046.32
13036,16216,4227,8048,9715,0.360000,13572.12
13036,16216,4227,8048,9715,0.400000,4142.93
13036,16216,4227,8048,9715,0.440000,9386.40
13036,16216,4227,8048,9715,0.480000,2541.63
13036,16216,4227,8048,9715,0.520000,2446.23
13036,16216,4227,8048,9715,0.560000,6149.04
13036,16216,4227,8048,9715,0.600000,4565.37
13036,16216,4227,8048,9715,0.640000,9386.40
13036,16216,4227,8048,9715,0.680000,16766.88
13036,16216,4227,8048,9715,0.720000,4861.05
13036,16216,4227,8048,9715,0.760000,6149.04
13036,16216,4227,8048,9715,0.800000,15245.16
13036,16216,4227,8048,9715,0.840000,8080.56
13036,16216,4227,8048,9715,0.880000,9386.40
13036,16216,4227,8048,9715,0.920000,1644.12
13036,16216,4227,8048,9715,0.960000,3028.11
13036,16216,4227,8048,9715,1.000000,14058.36
42815,22806,9283,5753,468,0.000000,31456.32
42815,22806,9283,5753,468,0.040000,12655.44
42815,22806,9283,5753,468,0.080000,35045.88
42815,22806,9283,5753,468,0.120000,30342.36
42815,22806,9283,5753,468,0.160000,2433.75
42815,22806,9283,5753,468,0.200000,11195.22
42815,22806,9283,5753,468,0.240000,31512.48
42815,22806,9283,5753,468,0.280000,5365.05
42815,22806,9283,5753,468,0.320000,11806.08
42815,22806,9283,5753,468,0.360000,30342.36
42815,22806,9283,5753,468,0.400000,7009.18
42815,22806,9283,5753,468,0.440000,16042.92
42815,22806,9283,5753,468,0.480000,4680.87
42815,22806,9283,5753,468,0.520000,5281.14
42815,22806,9283,5753,468,0.560000,9735.00
42815,22806,9283,5753,468,0.600000,7798.80
42815,22806,9283,5753,468,0.640000,16042.92
42815,22806,9283,5753,468,0.680000,34854.36
42815,22806,9283,5753,468,0.720000,9683.52
42815,22806,9283,5753,468,0.760000,9735.00
42815,22806,9283,5753,468,0.800000,31512.48
42815,22806,9283,5753,468,0.840000,11115.72
42815,22806,9283,5753,468,0.880000,16042.92
42815,22806,9283,5753,468,0.920000,3197.35
42815,22806,9283,5753,468,0.960000,5365.05
42815,22806,9283,5753,468,1.000000,24196.92
20817,17713,9619,3942,8601,0.000000,19461.60
20817,17713,9619,3942,8601,0.040000,9233.16
20817,17713,9619,3942,8601,0.080000,25749.36
20817,17713,9619,3942,8601,0.120000,18307.32
20817,17713,9619,3942,8601,0.160000,1820.76
20817,17713,9619,3942,8601,0.200000,8258.10
20817,17713,9619,3942,8601,0.240000,20493.72
20817,17713,9619,3942,8601,0.280000,3796.62
20817,17713,9619,3942,8601,0.320000,8702.16
20817,17713,9619,3942,8601,0.360000,18307.32
20817,17713,9619,3942,8601,0.400000,5149.87
20817,17713,9619,3942,8601,0.440000,11967.48
20817,17713,9619,3942,8601,0.480000,3265.23
20817,17713,9619,3942,8601,0.520000,3358.35
20817,17713,9619,3942,8601,0.560000,7283.04
20817,17713,9619,3942,8601,0.600000,5617.38
20817,17713,9619,3942,8601,0.640000,11967.48
20817,17713,9619,3942,8601,0.680000,23956.56
20817,17713,9619,3942,8601,0.720000,6335.01
20817,17713,9619,3942,8601,0.760000,7283.04
20817,17713,9619,3942,8601,0.800000,20493.72
20817,17713,9619,3942,8601,0.840000,8229.12
20817,17713,9619,3942,8601,0.880000,11967.48
20817,17713,9619,3942,8601,0.920000,2187.07
20817,17713,9619,3942,8601,0.960000,3796.62
20817,17713,9619,3942,8601,1.000000,17312.04
25192,4364,11394,2660,4521,0.000000,19777.68
25192,4364,11394,2660,4521,0.040000,6552.18
25192,4364,11394,2660,4521,0.080000,18880.08
25192,4364,11394,2660,4521,0.120000,18410.40
25192,4364,11394,2660,4521,0.160000,1443.93
25192,4364,11394,2660,4521,0.200000,6163.95
25192,4364,11394,2660,4521,0.240000,20320.20
25192,4364,11394,2660,4521,0.280000,2803.35
25192,4364,11394,2660,4521,0.320000,6733.32
25192,4364,11394,2660,4521,0.360000,18410.40
25192,4364,11394,2660,4521,0.400000,3776.02
25192,4364,11394,2660,4521,0.440000,10708.56
25192,4364,11394,2660,4521,0.480000,2672.43
25192,4364,11394,2660,4521,0.520000,3297.27
25192,4364,11394,2660,4521,0.560000,5775.72
25192,4364,11394,2660,4521,0.600000,4247.28
25192,4364,11394,2660,4521,0.640000,10708.56
25192,4364,11394,2660,4521,0.680000,24422.04
25192,4364,11394,2660,4521,0.720000,5627.88
25192,4364,11394,2660,4521,0.760000,5775.72
25192,4364,11394,2660,4521,0.800000,20320.20
25192,4364,11394,2660,4521,0.840000,6414.12
25192,4364,11394,2660,4521,0.880000,10708.56
25192,4364,11394,2660,4521,0.920000,2033.21
25192,4364,11394,2660,4521,0.960000,2803.35
25192,4364,11394,2660,4521,1.000000,11737.08
10590,12152,18304,7441,8741,0.000000,15195.96
10590,12152,18304,7441,8741,0.040000,8452.92
10590,12152,18304,7441,8741,0.080000,23773.20
10590,12152,18304,7441,8741,0.120000,12999.48
10590,12152,18304,7441,8741,0.160000,1716.84
10590,12152,18304,7441,8741,0.200000,7660.14
10590,12152,18304,7441,8741,0.240000,16244.88
10590,12152,18304,7441,8741,0.280000,3312.78
10590,12152,18304,7441,8741,0.320000,9546.12
10590,12152,18304,7441,8741,0.360000,12999.48
10590,12152,18304,7441,8741,0.400000,4754.64
10590,12152,18304,7441,8741,0.440000,11383.56
10590,12152,18304,7441,8741,0.480000,2948.22
10590,12152,18304,7441,8741,0.520000,2901.36
10590,12152,18304,7441,8741,0.560000,6867.36
10590,12152,18304,7441,8741,0.600000,5029.62
10590,12152,18304,7441,8741,0.640000,11383.56
10590,12152,18304,7441,8741,0.680000,22834.32
10590,12152,18304,7441,8741,0.720000,5300.46
10590,12152,18304,7441,8741,0.760000,6867.36
10590,12152,18304,7441,8741,0.800000,16244.88
10590,12152,18304,7441,8741,0.840000,8653.20
10590,12152,18304,7441,8741,0.880000,11383.56
10590,12152,18304,7441,8741,0.920000,2066.93
10590,12152,18304,7441,8741,0.960000,3312.78
10590,12152,18304,7441,8741,1.000000,14709.36
9473,14406,8564,8194,8018,0.000000,12375.48
9473,14406,8564,8194,8018,0.040000,7108.44
9473,14406,8564,8194,8018,0.080000,20055.48
9473,14406,8564,8194,8018,0.120000,11347.80
9473,14406,8564,8194,8018,0.160000,1459.65
9473,14406,8564,8194,8018,0.200000,6473.52
9473,14406,8564,8194,8018,0.240000,13337.64
9473,14406,8564,8194,8018,0.280000,2865.12
9473,14406,8564,8194,8018,0.320000,8788.44
9473,14406,8564,8194,8018,0.360000,11347.80
9473,14406,8564,8194,8018,0.400000,4011.10
9473,14406,8564,8194,8018,0.440000,8965.20
9473,14406,8564,8194,8018,0.480000,2432.94
9473,14406,8564,8194,8018,0.520000,2284.95
9473,14406,8564,8194,8018,0.560000,5838.60
9473,14406,8564,8194,8018,0.600000,4324.77
9473,14406,8564,8194,8018,0.640000,8965.20
9473,14406,8564,8194,8018,0.680000,16420.68
9473,14406,8564,8194,8018,0.720000,4460.97
9473,14406,8564,8194,8018,0.760000,5838.60
9473,14406,8564,8194,8018,0.800000,13337.64
9473,14406,8564,8194,8018,0.840000,7805.16
9473,14406,8564,8194,8018,0.880000,8965.20
9473,14406,8564,8194,8018,0.920000,1600.61
9473,14406,8564,8194,8018,0.960000,2865.12
9473,14406,8564,8194,8018,1.000000,13189.20
24871,45148,2558,4261,8247,0.000000,23444.88
24871,45148,2558,4261,8247,0.040000,15030.96
24871,45148,2558,4261,8247,0.080000,40272.12
24871,45148,2558,4261,8247,0.120000,23137.92
24871,45148,2558,4261,8247,0.160000,2552.55
24871,45148,2558,4261,8247,0.200000,12620.58
24871,45148,2558,4261,8247,0.240000,24434.52
24871,45148,2558,4261,8247,0.280000,6084.30
24871,45148,2558,4261,8247,0.320000,11744.16
24871,45148,2558,4261,8247,0.360000,23137.92
24871,45148,2558,4261,8247,0.400000,8054.42
24871,45148,2558,4261,8247,0.440000,14491.32
24871,45148,2558,4261,8247,0.480000,4729.86
24871,45148,2558,4261,8247,0.520000,4121.55
24871,45148,2558,4261,8247,0.560000,10210.20
24871,45148,2558,4261,8247,0.600000,8636.85
24871,45148,2558,4261,8247,0.640000,14491.32
24871,45148,2558,4261,8247,0.680000,25355.40
24871,45148,2558,4261,8247,0.720000,8774.67
24871,45148,2558,4261,8247,0.760000,10210.20
24871,45148,2558,4261,8247,0.800000,24434.52
24871,45148,2558,4261,8247,0.840000,11232.84
24871,45148,2558,4261,8247,0.880000,14491.32
24871,45148,2558,4261,8247,0.920000,2700.34
24871,45148,2558,4261,8247,0.960000,6084.30
24871,45148,2558,4261,8247,1.000000,29754.96
35960,49483,9007,4796,8418,0.000000,32271.48
35960,49483,9007,4796,8418,0.040000,18605.22
35960,49483,9007,4796,8418,0.080000,50130.12
35960,49483,9007,4796,8418,0.120000,31190.64
35960,49483,9007,4796,8418,0.160000,3229.92
35960,49483,9007,4796,8418,0.200000,15762.45
35960,49483,9007,4796,8418,0.240000,33281.64
35960,49483,9007,4796,8418,0.280000,7547.91
35960,49483,9007,4796,8418,0.320000,14646.24
35960,49483,9007,4796,8418,0.360000,31190.64
35960,49483,9007,4796,8418,0.400000,10026.02
35960,49483,9007,4796,8418,0.440000,19325.88
35960,49483,9007,4796,8418,0.480000,6063.42
35960,49483,9007,4796,8418,0.520000,5657.73
35960,49483,9007,4796,8418,0.560000,12919.68
35960,49483,9007,4796,8418,0.600000,10777.83
35960,49483,9007,4796,8418,0.640000,19325.88
35960,49483,9007,4796,8418,0.680000,36524.16
35960,49483,9007,4796,8418,0.720000,11450.94
35960,49483,9007,4796,8418,0.760000,12919.68
35960,49483,9007,4796,8418,0.800000,33281.64
35960,49483,9007,4796,8418,0.840000,14070.72
35960,49483,9007,4796,8418,0.880000,19325.88
35960,49483,9007,4796,8418,0.920000,3663.14
35960,49483,9007,4796,8418,0.960000,7547.91
35960,49483,9007,4796,8418,1.000000,36129.60
28190,29929,15773,7029,2969,0.000000,25847.04
28190,29929,15773,7029,2969,0.040000,14004.78
28190,29929,15773,7029,2969,0.080000,38076.36
28190,29929,15773,7029,2969,0.120000,23954.28
28190,29929,15773,7029,2969,0.160000,2516.70
28190,29929,15773,7029,2969,0.200000,12035.79
28190,29929,15773,7029,2969,0.240000,26203.32
28190,29929,15773,7029,2969,0.280000,5631.33
28190,29929,15773,7029,2969,0.320000,12597.24
28190,29929,15773,7029,2969,0.360000,23954.28
28190,29929,15773,7029,2969,0.400000,7615.27
28190,29929,15773,7029,2969,0.440000,15698.64
28190,29929,15773,7029,2969,0.480000,4733.46
28190,29929,15773,7029,2969,0.520000,4681.29
28190,29929,15773,7029,2969,0.560000,10066.80
28190,29929,15773,7029,2969,0.600000,8148.03
28190,29929,15773,7029,2969,0.640000,15698.64
28190,29929,15773,7029,2969,0.680000,31881.60
28190,29929,15773,7029,2969,0.720000,8941.56
28190,29929,15773,7029,2969,0.760000,10066.80
28190,29929,15773,7029,2969,0.800000,26203.32
28190,29929,15773,7029,2969,0.840000,11753.76
28190,29929,15773,7029,2969,0.880000,15698.64
28190,29929,15773,7029,2969,0.920000,3068.47
28190,29929,15773,7029,2969,0.960000,5631.33
28190,29929,15773,7029,2969,1.000000,26116.80
25424,13171,8223,8071,7622,0.000000,21606.24
25424,13171,8223,8071,7622,0.040000,8633.64
25424,13171,8223,8071,7622,0.080000,24768.60
25424,13171,8223,8071,7622,0.120000,20619.48
25424,13171,8223,8071,7622,0.160000,1875.33
25424,13171,8223,8071,7622,0.200000,8067.48
25424,13171,8223,8071,7622,0.240000,22520.88
25424,13171,8223,8071,7622,0.280000,3675.00
25424,13171,8223,8071,7622,0.320000,10406.88
25424,13171,8223,8071,7622,0.360000,20619.48
25424,13171,8223,8071,7622,0.400000,4953.72
25424,13171,8223,8071,7622,0.440000,12453.60
25424,13171,8223,8071,7622,0.480000,3279.87
25424,13171,8223,8071,7622,0.520000,3647.46
25424,13171,8223,8071,7622,0.560000,7501.32
25424,13171,8223,8071,7622,0.600000,5550.33
25424,13171,8223,8071,7622,0.640000,12453.60
25424,13171,8223,8071,7622,0.680000,25481.16
25424,13171,8223,8071,7622,0.720000,6680.64
25424,13171,8223,8071,7622,0.760000,7501.32
25424,13171,8223,8071,7622,0.800000,22520.88
25424,13171,8223,8071,7622,0.840000,9438.36
25424,13171,8223,8071,7622,0.880000,12453.60
25424,13171,8223,8071,7622,0.920000,2307.79
25424,13171,8223,8071,7622,0.960000,3675.00
25424,13171,8223,8071,7622,1.000000,16280.52
30121,17539,18906,8797,7234,0.000000,27506.52
30121,17539,18906,8797,7234,0.040000,12188.82
30121,17539,18906,8797,7234,0.080000,34289.28
30121,17539,18906,8797,7234,0.120000,25237.80
30121,17539,18906,8797,7234,0.160000,2477.91
30121,17539,18906,8797,7234,0.200000,11050.23
30121,17539,18906,8797,7234,0.240000,28374.60
30121,17539,18906,8797,7234,0.280000,5001.06
30121,17539,18906,8797,7234,0.320000,13078.56
30121,17539,18906,8797,7234,0.360000,25237.80
30121,17539,18906,8797,7234,0.400000,6857.86
30121,17539,18906,8797,7234,0.440000,16662.96
30121,17539,18906,8797,7234,0.480000,4474.89
30121,17539,18906,8797,7234,0.520000,4852.35
30121,17539,18906,8797,7234,0.560000,9911.64
30121,17539,18906,8797,7234,0.600000,7478.97
30121,17539,18906,8797,7234,0.640000,16662.96
30121,17539,18906,8797,7234,0.680000,35180.76
30121,17539,18906,8797,7234,0.720000,8760.06
30121,17539,18906,8797,7234,0.760000,9911.64
30121,17539,18906,8797,7234,0.800000,28374.60
30121,17539,18906,8797,7234,0.840000,12022.92
30121,17539,18906,8797,7234,0.880000,16662.96
30121,17539,18906,8797,7234,0.920000,3158.98
30121,17539,18906,8797,7234,0.960000,5001.06
30121,17539,18906,8797,7234,1.000000,22108.92
15579,39689,2136,5983,4519,0.000000,16425.24
15579,39689,2136,5983,4519,0.040000,12409.44
15579,39689,2136,5983,4519,0.080000,32967.60
15579,39689,2136,5983,4519,0.120000,16168.92
15579,39689,2136,5983,4519,0.160000,2037.18
15579,39689,2136,5983,4519,0.200000,10279.08
15579,39689,2136,5983,4519,0.240000,16967.52
15579,39689,2136,5983,4519,0.280000,4949.97
15579,39689,2136,5983,4519,0.320000,10302.60
15579,39689,2136,5983,4519,0.360000,16168.92
15579,39689,2136,5983,4519,0.400000,6593.52
15579,39689,2136,5983,4519,0.440000,10816.80
15579,39689,2136,5983,4519,0.480000,3759.30
15579,39689,2136,5983,4519,0.520000,3036.00
15579,39689,2136,5983,4519,0.560000,8148.72
15579,39689,2136,5983,4519,0.600000,6987.15
15579,39689,2136,5983,4519,0.640000,10816.80
15579,39689,2136,5983,4519,0.680000,17736.48
15579,39689,2136,5983,4519,0.720000,6731.22
15579,39689,2136,5983,4519,0.760000,8148.72
15579,39689,2136,5983,4519,0.800000,16967.52
15579,39689,2136,5983,4519,0.840000,9584.64
15579,39689,2136,5983,4519,0.880000,10816.80
15579,39689,2136,5983,4519,0.920000,2054.90
15579,39689,2136,5983,4519,0.960000,4949.97
15579,39689,2136,5983,4519,1.000000,24562.56
36792,10793,13055,9987,271,0.000000,27767.04
36792,10793,13055,9987,271,0.040000,9970.74
36792,10793,13055,9987,271,0.080000,28449.24
36792,10793,13055,9987,271,0.120000,26200.44
36792,10793,13055,9987,271,0.160000,2126.94
36792,10793,13055,9987,271,0.200000,9239.25
36792,10793,13055,9987,271,0.240000,27799.56
36792,10793,13055,9987,271,0.280000,4269.93
36792,10793,13055,9987,271,0.320000,12103.08
36792,10793,13055,9987,271,0.360000,26200.44
36792,10793,13055,9987,271,0.400000,5689.85
36792,10793,13055,9987,271,0.440000,14521.92
36792,10793,13055,9987,271,0.480000,3946.14
36792,10793,13055,9987,271,0.520000,4726.11
36792,10793,13055,9987,271,0.560000,8507.76
36792,10793,13055,9987,271,0.600000,6396.87
36792,10793,13055,9987,271,0.640000,14521.92
36792,10793,13055,9987,271,0.680000,32499.36
36792,10793,13055,9987,271,0.720000,8280.60
36792,10793,13055,9987,271,0.760000,8507.76
36792,10793,13055,9987,271,0.800000,27799.56
36792,10793,13055,9987,271,0.840000,10904.64
36792,10793,13055,9987,271,0.880000,14521.92
36792,10793,13055,9987,271,0.920000,2897.88
36792,10793,13055,9987,271,0.960000,4269.93
36792,10793,13055,9987,271,1.000000,18374.88
237,23074,15647,3019,2169,0.000000,7549.20
237,23074,15647,3019,2169,0.040000,8693.94
237,23074,15647,3019,2169,0.080000,22685.40
237,23074,15647,3019,2169,0.120000,5671.56
237,23074,15647,3019,2169,0.160000,1324.38
237,23074,15647,3019,2169,0.200000,6995.73
237,23074,15647,3019,2169,0.240000,7809.48
237,23074,15647,3019,2169,0.280000,3185.34
237,23074,15647,3019,2169,0.320000,6384.36
237,23074,15647,3019,2169,0.360000,5671.56
237,23074,15647,3019,2169,0.400000,4537.08
237,23074,15647,3019,2169,0.440000,7463.88
237,23074,15647,3019,2169,0.480000,2493.12
237,23074,15647,3019,2169,0.520000,1808.01
237,23074,15647,3019,2169,0.560000,5297.52
237,23074,15647,3019,2169,0.600000,4509.72
237,23074,15647,3019,2169,0.640000,7463.88
237,23074,15647,3019,2169,0.680000,13442.40
237,23074,15647,3019,2169,0.720000,3831.72
237,23074,15647,3019,2169,0.760000,5297.52
237,23074,15647,3019,2169,0.800000,7809.48
237,23074,15647,3019,2169,0.840000,6022.08
237,23074,15647,3019,2169,0.880000,7463.88
237,23074,15647,3019,2169,0.920000,1440.72
237,23074,15647,3019,2169,0.960000,3185.34
237,23074,15647,3019,2169,1.000000,15510.24
31491,8294,5434,3607,1989,0.000000,22104.24
31491,8294,5434,3607,1989,0.040000,7083.36
31491,8294,5434,3607,1989,0.080000,20264.52
31491,8294,5434,3607,1989,0.120000,21452.16
31491,8294,5434,3607,1989,0.160000,1524.45
31491,8294,5434,3607,1989,0.200000,6590.58
31491,8294,5434,3607,1989,0.240000,22342.92
31491,8294,5434,3607,1989,0.280000,3129.84
31491,8294,5434,3607,1989,0.320000,7396.32
31491,8294,5434,3607,1989,0.360000,21452.16
31491,8294,5434,3607,1989,0.400000,4052.90
31491,8294,5434,3607,1989,0.440000,10767.48
31491,8294,5434,3607,1989,0.480000,2881.02
31491,8294,5434,3607,1989,0.520000,3576.93
31491,8294,5434,3607,1989,0.560000,6097.80
31491,8294,5434,3607,1989,0.600000,4654.29
31491,8294,5434,3607,1989,0.640000,10767.48
31491,8294,5434,3607,1989,0.680000,24299.16
31491,8294,5434,3607,1989,0.720000,6294.93
31491,8294,5434,3607,1989,0.760000,6097.80
31491,8294,5434,3607,1989,0.800000,22342.92
31491,8294,5434,3607,1989,0.840000,6963.48
31491,8294,5434,3607,1989,0.880000,10767.48
31491,8294,5434,3607,1989,0.920000,2105.76
31491,8294,5434,3607,1989,0.960000,3129.84
31491,8294,5434,3607,1989,1.000000,13514.64
43862,39928,17707,7241,3347,0.000000,37030.44
43862,39928,17707,7241,3347,0.040000,18668.70
43862,39928,17707,7241,3347,0.080000,50787.60
43862,39928,17707,7241,3347,0.120000,34905.60
43862,39928,17707,7241,3347,0.160000,3362.55
43862,39928,17707,7241,3347,0.200000,16059.45
43862,39928,17707,7241,3347,0.240000,37432.08
43862,39928,17707,7241,3347,0.280000,7605.30
43862,39928,17707,7241,3347,0.320000,16056.96
43862,39928,17707,7241,3347,0.360000,34905.60
43862,39928,17707,7241,3347,0.400000,10157.52
43862,39928,17707,7241,3347,0.440000,21240.12
43862,39928,17707,7241,3347,0.480000,6407.46
43862,39928,17707,7241,3347,0.520000,6525.48
43862,39928,17707,7241,3347,0.560000,13450.20
43862,39928,17707,7241,3347,0.600000,10967.85
43862,39928,17707,7241,3347,0.640000,21240.12
43862,39928,17707,7241,3347,0.680000,43806.60
43862,39928,17707,7241,3347,0.720000,12401.73
43862,39928,17707,7241,3347,0.760000,13450.20
43862,39928,17707,7241,3347,0.800000,37432.08
43862,39928,17707,7241,3347,0.840000,15188.04
43862,39928,17707,7241,3347,0.880000,21240.12
43862,39928,17707,7241,3347,0.920000,4167.70
43862,39928,17707,7241,3347,0.960000,7605.30
43862,39928,17707,7241,3347,1.000000,35212.56
3630,39683,14726,8066,6925,0.000000,13104.12
3630,39683,14726,8066,6925,0.040000,13509.66
3630,39683,14726,8066,6925,0.080000,35782.92
3630,39683,14726,8066,6925,0.120000,11337.00
3630,39683,14726,8066,6925,0.160000,2190.90
3630,39683,14726,8066,6925,0.200000,11136.63
3630,39683,14726,8066,6925,0.240000,13935.12
3630,39683,14726,8066,6925,0.280000,5122.56
3630,39683,14726,8066,6925,0.320000,11667.36
3630,39683,14726,8066,6925,0.360000,11337.00
3630,39683,14726,8066,6925,0.400000,7156.58
3630,39683,14726,8066,6925,0.440000,11797.32
3630,39683,14726,8066,6925,0.480000,3932.07
3630,39683,14726,8066,6925,0.520000,2850.48
3630,39683,14726,8066,6925,0.560000,8763.60
3630,39683,14726,8066,6925,0.600000,7313.46
3630,39683,14726,8066,6925,0.640000,11797.32
3630,39683,14726,8066,6925,0.680000,19236.48
3630,39683,14726,8066,6925,0.720000,6340.77
3630,39683,14726,8066,6925,0.760000,8763.60
3630,39683,14726,8066,6925,0.800000,13935.12
3630,39683,14726,8066,6925,0.840000,10699.44
3630,39683,14726,8066,6925,0.880000,11797.32
3630,39683,14726,8066,6925,0.920000,2193.26
3630,39683,14726,8066,6925,0.960000,5122.56
3630,39683,14726,8066,6925,1.000000,25252.20
3458,44869,13036,6192,618,0.000000,11479.08
3458,44869,13036,6192,618,0.040000,13938.60
3458,44869,13036,6192,618,0.080000,36057.96
3458,44869,13036,6192,618,0.120000,9914.76
3458,44869,13036,6192,618,0.160000,2045.19
3458,44869,13036,6192,618,0.200000,11059.68
3458,44869,13036,6192,618,0.240000,11553.24
3458,44869,13036,6192,618,0.280000,5232.15
3458,44869,13036,6192,618,0.320000,10409.88
3458,44869,13036,6192,618,0.360000,9914.76
3458,44869,13036,6192,618,0.400000,7211.59
3458,44869,13036,6192,618,0.440000,10234.20
3458,44869,13036,6192,618,0.480000,3886.08
3458,44869,13036,6192,618,0.520000,2643.75
3458,44869,13036,6192,618,0.560000,8180.76
3458,44869,13036,6192,618,0.600000,7277.34
3458,44869,13036,6192,618,0.640000,10234.20
3458,44869,13036,6192,618,0.680000,16246.20
3458,44869,13036,6192,618,0.720000,6138.75
3458,44869,13036,6192,618,0.760000,8180.76
3458,44869,13036,6192,618,0.800000,11553.24
3458,44869,13036,6192,618,0.840000,9666.84
3458,44869,13036,6192,618,0.880000,10234.20
3458,44869,13036,6192,618,0.920000,2032.01
3458,44869,13036,6192,618,0.960000,5232.15
3458,44869,13036,6192,618,1.000000,26312.88
37130,21090,19380,9459,1393,0.000000,30929.40
37130,21090,19380,9459,1393,0.040000,13656.72
37130,21090,19380,9459,1393,0.080000,37927.68
37130,21090,19380,9459,1393,0.120000,28603.80
37130,21090,19380,9459,1393,0.160000,2653.56
37130,21090,19380,9459,1393,0.200000,12135.48
37130,21090,19380,9459,1393,0.240000,31096.56
37130,21090,19380,9459,1393,0.280000,5614.26
37130,21090,19380,9459,1393,0.320000,14019.48
37130,21090,19380,9459,1393,0.360000,28603.80
37130,21090,19380,9459,1393,0.400000,7585.54
37130,21090,19380,9459,1393,0.440000,17562.60
37130,21090,19380,9459,1393,0.480000,4981.56
37130,21090,19380,9459,1393,0.520000,5462.76
37130,21090,19380,9459,1393,0.560000,10614.24
37130,21090,19380,9459,1393,0.600000,8267.82
37130,21090,19380,9459,1393,0.640000,17562.60
37130,21090,19380,9459,1393,0.680000,38073.36
37130,21090,19380,9459,1393,0.720000,9862.92
37130,21090,19380,9459,1393,0.760000,10614.24
37130,21090,19380,9459,1393,0.800000,31096.56
37130,21090,19380,9459,1393,0.840000,12884.40
37130,21090,19380,9459,1393,0.880000,17562.60
37130,21090,19380,9459,1393,0.920000,3479.09
37130,21090,19380,9459,1393,0.960000,5614.26
